tarih,ATM_01_Levent,ATM_02_Beşiktaş,ATM_03_Şişli,ATM_04_Fatih,ATM_05_Bağcılar,ATM_06_Bakırköy,ATM_07_Zeytinburnu,ATM_08_Eyüpsultan,ATM_09_Sarıyer,ATM_10_Maslak,ATM_11_Kadıköy,ATM_12_Üsküdar,ATM_13_Ataşehir,ATM_14_Maltepe,ATM_15_Kartal,ATM_16_Pendik,ATM_17_Tuzla,ATM_18_Beykoz,ATM_19_Ümraniye,ATM_20_Sultanbeyli
2023-03-22,97030.39709554378,48662.62229876851,70511.34247952486,43681.76262127856,87732.6570229825,41109.34828310594,55948.86135257441,53761.86387323322,48986.880187019546,71264.57246772229,66235.77822051255,44794.74235648438,106669.07681006017,46620.159242917114,55200.87830299127,42880.49232281571,40098.666286422034,25156.417719642337,74296.65409721497,30743.286459427218
2023-03-23,80097.55458541628,79181.29903722777,69840.98522425769,53184.40966298366,118014.84458153036,50087.159432580476,45723.60782525403,43714.14767779437,47014.760510882465,95284.67668891288,89287.68176148212,70103.27082852832,102345.2805815561,50405.71254401511,62436.45518926515,45911.44830149407,60138.66270558195,40720.91259542308,62956.98267375667,46698.2881226367
2023-03-24,106279.55209427972,77558.70001490205,99935.91762648706,77141.64579153415,128410.65261321964,63094.56707938594,76125.49327349428,55386.78791766785,72593.20526819753,111896.47941701362,159717.98437806487,91149.17771493678,163393.61234992053,64201.62278023998,75187.07296749439,59492.83063817483,89505.66492242266,34873.97461332523,73543.87451043593,49035.56476976538
2023-03-25,147772.11826914732,112818.83375760936,99961.03292255438,91062.5679474946,166288.0128162939,63622.68609674712,90777.17516988257,73153.30612036999,45440.90049387508,67095.61304759013,105099.65229630424,97180.35003142068,156827.08464159424,83759.5692395873,89133.55701455579,56394.651362423334,23870.281192522176,47265.31898996885,80088.9894268818,44757.37681754232
2023-03-26,93186.63758604656,75151.94986942755,73826.47437022574,69289.73762316401,173277.5328524796,53497.817849798535,59954.37055570061,44619.945729929634,42626.1677907369,49010.825913056775,85518.14805769049,65568.40291829866,168321.01934879238,43169.83843172335,77585.49211698594,37356.782495858504,17827.653726779015,30428.150161152345,78182.34787056252,39352.830596140935
2023-03-27,95634.5755992358,59892.44701565485,75334.7447265304,44851.15226855813,86357.35268478536,42129.98403600721,30316.121993676024,47381.77522936947,35854.05770631054,83937.26933837189,68122.69693359893,65168.885808510124,108104.2069676246,42143.084666271585,62241.828183223144,53817.14694038795,34521.13401787028,27904.847904051705,79947.32000661724,34401.129133367984
2023-03-28,74867.0674783482,62785.10286819766,64472.44150929849,62721.928604607,59405.01511296845,47521.02954614427,39679.28842494227,40805.09214428104,26793.02172957779,64396.05703253825,65351.742341133766,58884.85337619691,92532.66107257824,37745.10342457848,51906.55945103606,60227.79932284808,38894.36785047708,38088.95545768336,57093.666685740376,40008.4858466625
2023-03-29,88160.35500623113,87315.16045700558,76210.58759080998,50139.273662494255,78011.34460185103,50584.38601930987,71965.19303157002,37202.6230055082,47529.434564586,68931.2776443625,97780.96634222206,53073.055339342085,91684.03284379345,44320.98053428394,44502.80444344928,45080.43707404367,49309.06337735504,31890.000902435888,62426.884315383635,31123.08908924166
2023-03-30,103183.37146774009,94186.17810665528,80865.08230355395,67542.78305552392,110959.36354243786,35222.86668813857,50247.14704180281,39363.91629190009,40023.265985801896,85476.59504471815,70817.293930637,87606.50864447693,176944.47591187956,48371.0354849186,51784.1962650413,35221.01732214509,49285.39170604268,30083.448914037363,82035.65642913802,41462.82860124987
2023-03-31,127237.51344795531,83184.1449737524,79020.69033231269,75221.87047525523,133218.29292962945,71640.93177397655,48893.089464482895,73595.72986123471,59041.51696580578,117792.79260864292,91011.86182952738,74856.6480530797,107694.91813689088,54577.98900366345,68636.45667700692,48055.36066511904,56783.342549240595,33832.640638482895,62444.36651382743,45537.6853046744
2023-04-01,153985.21342829106,79388.47059360961,83051.4619359474,56043.237911819975,99770.98962284418,38646.366268979116,79423.25817160767,52659.89471985428,73077.72323147161,47129.25188922552,70779.43744692877,85208.15026239723,158736.05496489542,54413.34594654799,69889.72885628945,56160.0488103072,26989.471469062573,28100.414214714612,111528.28572210194,54753.97984331048
2023-04-02,98183.67182036956,69973.48980459484,86810.56979499792,50622.221486488605,90586.91648434661,39027.93435778172,48672.0294058314,53911.34178440403,34755.77677641643,44387.21696180822,61478.23379244472,37340.91516323125,95076.72270123709,35197.544505710284,46559.83284769683,48797.55320445361,16341.335433608363,23553.88413328976,91235.3563008697,39915.717660858376
2023-04-03,64786.16141887248,43899.30906029026,48533.68627630233,49440.07923230785,66247.47612179336,43305.11027451726,50967.04681031268,32513.905140864084,29883.501745866142,69169.2697208938,45492.82092200409,60871.15730025776,117716.57761056564,36147.53500871484,37467.93382157642,27495.00744130572,32483.565980569754,25830.264499521378,33061.63012996721,28826.94204752712
2023-04-04,67509.02465494999,51824.58046214991,39867.522625886915,49820.93799596037,67124.85529467689,35613.903885190164,42777.14726819994,36019.93517019897,31647.435106652094,59068.38277854906,65429.351359180815,60766.02810737933,93328.6114280428,45576.83104772525,34679.47380300626,31964.97947187579,32676.005199401385,28925.83556009234,49772.21385374248,25759.86223846857
2023-04-05,50199.81101228695,51638.70349425936,44093.18110260704,46418.07002632116,56922.020046491605,32861.23688157839,46726.041335147085,54529.84912846242,38851.30980691852,70793.43738839791,100176.9605623177,50392.2974655539,70050.29606331093,43868.87892257553,33949.2607981588,35748.61353123839,26115.38603360659,23576.753583296875,47429.147724391325,31092.111798314272
2023-04-06,55879.32043449683,57764.06206775457,64206.32933230518,65130.53307013074,70843.68903443533,36282.00553100526,48540.2057052303,32026.757724587987,31497.330809135223,81843.81100145534,61743.492460224435,58212.024914767004,96115.98610173252,45132.607611335305,45602.38234390043,42288.519873695666,29754.548992522497,35760.63310346061,54097.125134142225,29209.351576010646
2023-04-07,71353.0380311637,59051.17528885628,79796.8284420852,74020.53811697061,86099.01266742895,58141.15494603533,63836.72163401034,34493.59773154866,38708.34727861483,103514.51928539986,61500.77958587593,72321.62402554526,112905.65187519132,48611.01564921369,45930.67405568091,42785.525176834824,37233.5670084213,30112.93731074874,65479.7872705566,49793.89319974995
2023-04-08,197973.4839997401,109283.98092504952,163748.73218380506,125654.20393285505,309334.47523174854,81993.8025655304,175742.15934546242,124738.76570050683,108542.3121981387,136666.31381617993,200236.22557463206,124089.30886905588,245941.96465948143,91600.11578035445,104688.1664139161,73175.64829536343,52187.00270979159,68756.21443489625,169858.40313734685,79812.42628785389
2023-04-09,203062.1543749027,75929.36425809663,154899.05168870097,112473.76625929652,235268.37498432017,89187.19884674474,106161.35937338285,65692.06767862427,72953.40554304513,65174.26882503866,114543.53720810504,114585.34480504927,245570.36968418723,72464.61534840496,87544.43670833523,80025.80551287565,35855.33107502911,44949.31184939745,109493.32770622491,55446.26903324282
2023-04-10,107993.04292230602,77692.61488769922,69580.49833724005,119635.4283205054,135145.54555379594,70504.12235557214,59843.70607060777,65530.81432579825,42028.72438156853,133039.33550579989,140600.99280622383,79150.15732607608,160476.0998669779,75311.79593290479,64878.00883285502,75827.85546938414,70226.23528545088,55589.693751391314,83150.40713202825,47786.536669313246
2023-04-11,63337.14355669458,45382.93767559486,61225.908975564664,62764.02229197913,66858.42765510992,32123.617222128345,44111.56140744742,31088.251141508677,25230.056506843117,76017.89817339688,56119.740398465205,42765.03297168076,80668.41067218935,43877.368927483905,45357.159632547206,32252.81589874529,23593.908261588138,35041.76495613284,49236.211364667084,21956.38444848301
2023-04-12,97020.56588498026,49436.72089209633,79054.00526144897,38658.42367730371,79601.62541584017,36602.9989126224,52576.34109373227,38070.84570061189,42478.0618136453,74252.79475075762,56005.446522266524,60838.01488167742,80728.85325304842,46661.835072670576,51073.87596146493,37112.794043729686,26642.548188927023,19257.103232532605,58606.12414924239,31415.899136788288
2023-04-13,71168.36854040103,76263.8573420921,52841.54861187081,42963.367375844675,68097.3583370838,36685.106072873445,56092.79749083886,32674.78690499637,37204.85422272578,71945.87242421672,63875.674574016695,62593.41574237057,94583.60522481274,47686.56820182442,43309.257013255694,33741.92805207853,41399.30353589183,25864.596543114047,46359.53712682117,26249.079763439015
2023-04-14,112477.60984105578,82266.41397608061,74554.29349412637,80428.52289326934,78677.41268072481,57137.40668676732,52831.08005595779,46278.58374566389,37925.06913217883,74012.44544985569,93045.41106725344,58437.550535973285,112414.35847915051,50276.79727335857,54847.059362722466,39357.93379101043,27682.459041641785,42258.666300570076,53243.41604345216,45186.22397127359
2023-04-15,108723.97100780102,65844.87436876175,79600.16222512553,59378.83925029263,114952.3772521123,61056.29613532337,78773.4550954975,58595.080264615055,47709.42811321284,48142.463469311755,89524.92933212218,66171.34715942193,151174.43250291035,59822.95737598829,73634.91444050944,61552.122398051375,30704.464179014474,30317.62291354406,112439.26125820397,34234.062126022945
2023-04-16,96259.32008239637,62053.777817507194,58615.7134539189,42821.811474646776,92734.5936046581,34316.9544942495,57070.400798462,34494.6245487389,37128.422751587466,32814.88652102119,64506.7141440349,50665.13402570801,97753.03009786959,43289.767287181225,44898.794514166126,41649.94892584263,13380.675860729641,32203.657721892483,54188.474790594424,32874.09632447932
2023-04-17,57913.30391918801,47474.465111606194,56153.07417678085,42936.87057887364,58506.985784622535,36617.715867824096,65654.20809098761,31617.35128192926,36514.57729590144,53504.27627937883,59022.30801331693,55703.471207751674,115793.24063672121,40019.18512054065,38599.127842593974,36866.11527251087,39654.83220934181,31308.77418155534,51358.7389087531,34025.02653024529
2023-04-18,64003.98550294654,46835.15447174667,73097.86175627985,48395.31932840533,75667.15241969265,33480.44661880786,36058.9134421286,32435.253805474676,24712.58820440192,61124.2843360535,47516.742031601854,40087.99740483663,61170.55089469838,50579.0638949301,52210.3021695251,42303.52451230771,28051.61332957025,24906.471149165427,47472.02267350539,18751.184721979665
2023-04-19,87867.05821214283,53726.4722702895,83005.50245466587,46898.31130247067,90799.43307443909,45933.26624432667,39798.16599860402,28583.422526005073,28579.244269114308,61872.72605114742,66834.36636269759,53471.03377616233,89681.34559945634,33956.04539727477,52436.95325207029,29009.175619979338,42107.19362090432,28582.596741621874,59048.85889618168,40353.11645360319
2023-04-20,52735.03163425738,61068.296969872456,60568.48946434571,45111.02069547744,57586.44743135005,35314.36436915676,43483.08341306561,35809.86662267259,36465.90980688261,87616.63194238306,48682.11948355516,60327.99008608599,80323.57275830649,43063.6391230864,52767.550461573686,33362.22249217044,65576.55092146138,37074.89276043554,76776.44444739938,28123.29639746289
2023-04-21,105418.42087723521,64465.71640329633,110147.28363419083,55822.6667262415,102007.96726706378,62544.788508395584,52360.273988935274,48780.36932338848,42524.365389602244,109197.64755514593,75992.02538767474,65033.61030653666,157699.3267498304,63645.193885015586,69273.763269875,46767.61879298397,30375.943543543715,47555.28028155149,77881.3155236614,38473.00052954226
2023-04-22,140945.4530467869,93090.74581347013,91187.57959846793,63093.09539469434,134941.8121044442,55799.927017100024,55650.71545783415,50811.45159452404,54226.93153526813,44937.80820112186,106074.01027019967,89168.62990655693,122551.40836971783,50118.96462656439,48109.60240200139,47055.21313325894,27966.450646946465,38437.68703484294,62015.71161081185,47088.52712339227
2023-04-23,115094.75931530811,62739.30768329188,119748.75275362418,60134.8567482288,149718.83443251025,47786.03536314073,39691.667288811615,50922.69603206467,39147.75222688058,49478.30351673528,96250.8141029192,69929.20589670376,124703.19712489103,54241.939919533856,83110.3186610537,58019.88341743567,17474.908878283095,34794.74089005026,62215.64569897204,47404.75808654314
2023-04-24,52022.754356287114,51025.97827329342,58530.45105876981,68863.30498598485,75499.48382426747,35500.694717916725,39450.10752991081,35559.20352547884,34302.24187461687,52348.80211661716,67621.99463437358,47512.85169745262,64565.46018892215,38547.03058126632,47219.50064465991,32915.19037300707,36858.67806713727,21795.716091037993,49216.210520699366,29370.198655814573
2023-04-25,70193.9818293909,76588.1163737041,58748.634060539414,47484.47889689024,53131.00515078697,33791.55972817472,43698.19101996276,30836.09933266838,37549.05476776813,64651.525105290246,58445.879243698146,40318.24038224406,82912.18478397345,38634.63193071639,50681.92732877414,27733.51770303201,31773.53926034856,29071.95946856186,48619.64033390149,32090.363126660704
2023-04-26,65126.38353246406,54173.128538425415,64750.58828433452,55589.76536221957,58688.91739214977,33814.00835969304,39968.52124051746,41061.343772161665,35882.947991877925,80417.65017647434,76358.53806652606,59936.162845869054,60459.43414276832,34703.93341289889,48278.10303949343,35162.406773504066,35753.12598723721,20654.070537672796,40218.19691707525,31332.831147790086
2023-04-27,81315.7477333573,70262.6738213783,110294.05666093627,46452.936859617344,82333.86709091147,42078.68789763355,63770.294628690244,49206.98442915749,35711.93081136931,91673.97654143632,77332.52700871348,46729.89961066265,77719.04188229909,47662.02751588793,48125.42446603533,37791.59483420024,31296.496175053053,26377.449751833567,65409.794833162814,40858.179308666964
2023-04-28,96450.66496324312,69492.99094112437,92253.17456695934,60766.79198588409,127448.7569935627,44606.76498906919,57146.59445036434,44258.51829705399,42632.15805848485,86355.67181141143,88573.5247241057,70191.49323942988,66815.11422335342,59723.66795642093,56586.13879972078,53468.800202868726,52729.776174126855,34812.53586533337,58778.891091667414,41125.408779257436
2023-04-29,190627.6327680607,85910.97637784062,80519.16295608798,63197.44933286412,87179.3764750229,43206.176621032784,80780.28014195834,59168.43759107736,42772.54381275905,64018.43688121182,109353.29009774404,74332.94156979855,157913.7401359843,63635.46670797937,71800.62609008218,55475.88051240078,19048.5842336252,35727.54242313773,103671.84602179595,59783.5496189488
2023-04-30,95899.93022042279,58146.12520959132,80760.88107378846,34288.519560855966,115489.74679699313,40451.31372801557,51148.4556187791,39456.64700660248,36730.747916670196,30418.336084611394,80038.35413178704,47452.903456097345,101204.36197947898,40680.7080963192,48255.721315189636,42331.95185084652,23317.98120332334,30785.218313234353,82674.37918505182,37635.91525626901
2023-05-01,61411.609541821,53263.024331944776,60150.56288489896,39763.07420426447,105809.84850444965,33362.64416372244,52582.288250421116,40840.308886146675,43017.33802748839,62852.71559857544,61058.0109474654,47787.426728712366,61968.20913088576,44643.08372079994,55072.45848815899,38597.83280888165,34109.02589698184,42395.05531142624,54314.88823416904,22184.572829870358
2023-05-02,77307.31981146964,46399.0647722685,56865.25144621119,35693.71982755017,76084.20793439655,36565.30844022209,46290.68801495205,48390.27612685052,32877.81328627847,86373.93397657922,50584.74519645448,64778.77734866078,105468.0125891411,38319.73090016907,35057.61452845086,34203.51354325417,27558.814511890076,25944.83024148024,58980.47650189199,45414.969041443495
2023-05-03,82613.31249650364,60362.38234517484,76388.16547744228,35083.826885681876,94063.91784560557,38003.96331128214,59002.906279488445,42820.28973180834,30544.657416855473,108763.10689381942,72312.57117510059,56125.77203538668,65977.2827996706,43441.26172464345,44347.047370021544,33115.204036159244,50064.83877700636,26050.80666676764,47020.029293187814,27986.979155110606
2023-05-04,112070.16286872375,51253.599328729215,69476.07149605788,44315.06849809562,75383.39903547078,40308.77420341149,49835.88472001845,30673.274959671002,34505.08694788255,92899.70032934366,77999.61529435703,48235.24890230753,110681.54452631681,61810.28462294882,72680.00244138583,41478.888219453984,39190.75717550655,35198.60313329678,68058.11461235357,42011.88902908888
2023-05-05,124076.84305397952,82415.15974826257,90028.69858269433,84508.40491387494,106492.48844349616,70689.9495912609,66728.94861129946,55652.345309233686,48231.19714654818,104848.2190448873,106305.9973268276,74935.23180611951,98906.3314661825,59991.91489217358,57344.98446428662,46364.01358525346,69477.97693144539,38328.814352620364,69875.63493686452,40663.78089392658
2023-05-06,155927.97206630284,100688.36319692973,97911.06931548557,76169.86542984036,106851.49677977081,60785.346180087465,74253.61661387133,72272.47386635748,49763.195327883586,38384.591519152185,85685.05159076558,78948.08670356305,229167.6629624795,55846.937358865995,69675.89137503889,74391.09029296739,33131.78992429573,53467.35836705723,71915.45991741882,55151.27069885707
2023-05-07,150030.9466856882,67213.5040390448,78017.53837863941,72092.37650482835,68739.07631608173,46901.810309884466,50110.65982401965,42572.88499828468,43436.79950526267,29867.804232479,64961.32662249711,109820.82540226117,143314.5266024812,49639.680054679644,47107.123836229766,52892.93219698058,17374.70321072506,32473.14876100131,62126.13264074653,30897.81364173896
2023-05-08,59328.839290563104,52321.34476114176,68886.59326228744,53996.66877058723,100402.81839450453,33530.88069892192,49037.83443845397,45542.66902323076,38023.01867650376,80682.03246685913,71276.82904059776,55736.553894245335,68998.06715306362,37635.871757730994,50403.4494848119,40779.69306598359,36226.249183116866,26329.436405037934,52440.50849441868,33602.6947858819
2023-05-09,64680.335292920194,57329.76856313331,44545.54561723534,55571.44470516355,63476.012937274245,37067.41245064086,64661.758405264336,33037.76415702748,39095.78261553176,71403.72755760625,62920.31158088042,48088.26064207116,68011.03894298083,37035.28337898495,40584.247006184494,37732.43740280113,36322.89040809596,19594.824004727838,51891.68606000635,27959.763757651363
2023-05-10,64314.101671186814,53335.09254233586,73445.01008700364,44207.96888911446,75532.86902494157,43574.546054072904,44736.06026264822,30564.90115585956,45345.712898074176,66100.35328414361,48950.57000911975,69170.33771429078,100692.04556165614,39974.454116533045,47200.95984460534,36916.21125075733,49541.9085262356,21339.65016028224,68258.66167046866,40433.65403426405
2023-05-11,76416.5483946435,69577.67458989192,58592.58282524708,59469.34813342322,64981.235886880015,39647.392982655554,53111.22036097485,42551.90081100466,44519.99071348817,86172.585669163,75905.616610344,41951.87118536816,87834.98448172492,45340.01843120123,59418.593819679285,31929.95491499817,42998.67783580847,21718.94191793527,53661.09597619312,35168.02625826331
2023-05-12,76413.44994785996,54008.09544594429,67318.34682756179,76504.0000815545,80318.08059955253,62116.30122442619,76094.33725175909,38290.31525647759,39840.89677634129,108023.85962206969,64578.57158536936,72428.93398398272,111385.8125150088,66487.6165791723,56745.84061065162,47382.7670968071,50969.17808469984,39323.15232187902,102331.41554028491,47548.30937004845
2023-05-13,166079.7917267609,79228.07973782862,96892.75992034099,69709.9187559682,147178.95943291645,52358.18896558249,84851.74283655727,56370.615140164446,45559.75551280126,67669.57263462104,85713.64007594172,113810.56129363229,213546.22554489612,69156.92844489776,83125.13120194622,56892.12485374905,25700.83292037048,33269.94505603228,69193.96971310911,31933.447191673087
2023-05-14,103738.99197050575,45104.31414581777,74876.74703346792,63785.53397612442,98240.49238851834,44084.1326586654,52830.36777638259,55119.534372770715,39558.33369635579,44135.396274674655,95537.92877815531,59964.96700363955,103263.20615625544,51819.255649737985,63060.46817984396,43858.05651864065,19914.2064239645,39162.39245240683,86041.4285601242,34296.097840614944
2023-05-15,55862.74003171718,42681.17516864074,57063.970810508144,55543.074873547186,88835.56079782614,38751.13448312945,30582.277218552874,27843.057785607623,32280.395270227997,98512.6318012837,90059.38548231266,39620.85307007283,88039.47213156233,38867.32029951393,57063.23244240514,39736.66749423653,46607.446228059525,27657.945237953423,47841.8757982093,32455.667421948805
2023-05-16,59657.88190663351,67044.2975499019,71444.65363729409,44392.1058177881,87249.38737772887,40967.67683869808,48376.535947170654,29943.359488799008,27749.644609246683,76408.30529574519,51891.60135475765,48052.26985266445,102852.65430461537,40150.934098859696,47195.007080855285,41457.05220920021,35629.693743073694,25504.069368436307,54933.016028330894,30376.658854236208
2023-05-17,84643.58302673153,65568.86772818734,52294.984122778056,42650.43821563864,89767.37386950359,39394.59712046913,32178.141231626396,33075.70858773475,33084.78640670983,79147.62295146393,63895.22001810316,69705.97748951292,105499.66060286126,46883.51591132269,84676.04657208655,33374.37062141329,35122.273148660606,24393.507619091502,53537.162695722356,36469.609036730246
2023-05-18,100302.98102981456,52611.73726637901,64729.763505136696,44564.504683320774,93079.89017816713,43480.456825136614,63613.050696247315,41174.18804946892,34737.69036814983,103335.66402835674,71867.07715633926,61269.43812097268,90009.78791066665,44431.95540498921,61646.765409052794,35292.233131337794,35968.912664214135,33045.57545657412,57951.52151645063,30729.10201751452
2023-05-19,209039.74275988818,74385.52099857607,101434.06455330987,89333.93843355885,201847.20764397667,70521.61204906579,82366.26119099716,63170.66946553614,54256.04321787134,115552.2762134783,155993.9203969352,80493.77159173694,141303.48253587753,74842.75974868122,87954.11453072255,81930.18053190729,58208.10546187546,41878.6055996449,113716.37994215332,53257.7698857717
2023-05-20,274687.48738255387,50767.85050043699,97267.41454893719,81435.67894180538,121130.93694967606,55487.32262761216,83001.29574780818,74620.21383633498,50440.3059836398,94925.41536648787,92736.9534678064,72301.17376019027,110307.34694385543,68154.87361631499,62754.18057333095,63869.05390012296,20738.121167988826,35536.90561472795,112055.42005847163,56497.97188710997
2023-05-21,119556.10918668503,57793.156876833316,77542.19347153303,50781.079972060914,114169.98817025202,48449.585738752234,45312.555688365486,52186.76318446339,49050.13086216652,46157.92670080997,70141.58799106574,55713.027925218674,96685.8879609586,46758.60594555918,54036.71467063852,39542.19950808151,17589.721962911754,38789.00839964437,80193.59385391879,23666.261784795213
2023-05-22,62216.78351695054,83199.14231251775,54194.279865512304,50768.42559719589,105074.89226450225,42860.0869815212,35287.142402296304,41983.97273221949,36121.14946201777,84730.12844552146,86088.11706105639,56671.33773268265,92720.33816358374,45649.83927965459,60894.40078649342,36092.153246448244,48351.516101281704,29280.00628427603,53182.571179981394,33519.22220615767
2023-05-23,46751.72667728919,57355.8591404277,70289.5691676137,53802.75080003388,104507.4690466582,39816.40172079924,46402.40850539507,38222.59704192801,51356.61845957399,84016.85603732032,59976.45554643738,64646.6617234259,81027.85015331347,51965.42222703884,61735.844961304334,34897.60484520169,34369.59308558053,25591.480252474907,56795.54488062525,27681.027636165803
2023-05-24,83949.88259039298,51297.36982242953,66528.32863192557,57446.140017157566,61294.73034416443,40474.80559669034,46746.18403046106,42221.977829615185,36781.4910518571,113500.45301350212,76543.76098430512,65220.71475718955,89930.13181134305,44533.87616883828,62864.516089839395,37813.61646311735,42887.324280443405,31458.310586340554,51039.67917559601,26571.406314815813
2023-05-25,69881.94039071623,64467.50089091661,50381.166052997905,71087.09692417178,82607.0072111041,49513.769878806816,45659.61009753867,36013.204205987764,35910.4383469283,98583.55146390875,55606.764180195285,62222.59007729465,117391.64319641492,55297.3277679911,58996.5783143845,43033.91891069247,25532.10978976788,29828.63496244791,52004.16797498658,34690.751235305775
2023-05-26,94759.96105242992,56758.52987533594,61890.02416542189,84288.3986505016,148215.99276710357,54349.569330803424,62567.10946850739,59932.54545764069,46904.473692583226,79552.26990682737,86261.28272399685,57047.69716934505,89365.98391330187,63777.45308774723,51811.17152601423,75917.90279030288,54898.18832933775,39493.41409627366,62934.06179433597,50149.0008485824
2023-05-27,126693.24263760772,80040.59708837465,98016.45191360766,65095.018181911546,171634.2681771695,58517.343395286596,112305.34833940973,48781.76007529753,55696.88245395003,73770.67967025534,76192.95737335717,64937.733340795065,153806.60734113492,54303.9156117431,79264.91576636188,57966.91684081377,25975.48348097514,36637.328215235284,80759.96029937129,55251.54986268622
2023-05-28,106005.076655478,64587.509742262526,71357.04729637064,77502.34179950997,120853.28167422615,46373.148218813214,60986.81298917469,51236.33862468866,43308.31479892062,40650.30087163286,63688.7340902078,67212.62930579565,127383.60274847112,42795.79557690926,44565.972799790135,47384.08683259969,18496.256599110257,45147.29907823969,68465.68385580859,34134.33120491839
2023-05-29,97972.1846073275,54433.19402153048,63318.68854942425,46262.600960046024,78212.9893796578,51150.36316174582,55020.424398982905,47303.32288153155,49793.96468909743,80806.27873339939,76446.95105123284,42477.71665712788,74178.80080503422,40273.19879964261,37175.14215533304,27645.00649253143,38213.90661140654,25026.335433141718,41239.33395135868,35256.51115746765
2023-05-30,77501.42673996514,61045.89799064711,61965.80055157113,58428.62756511803,72854.76006106666,34326.37980909033,51333.1468733564,38720.18363543534,29274.77094175914,60829.73581568907,63499.155521792665,49647.15170504724,114651.40467405281,38811.44686006811,48170.41805608988,32762.706112861335,32686.29453216121,34763.38096567274,54712.853307046105,34019.146845028496
2023-05-31,76574.7664771793,59931.38122193302,68518.68114565722,52413.11899216523,89454.83624782038,46831.74700315422,60569.87036013602,38397.002975551084,41425.225231662356,89164.45110601436,64243.73144121988,57536.21623940555,108232.53330698994,45054.92279671819,53541.31695571216,46434.56026839385,25824.625903186636,27367.48659157339,75574.9339723644,30628.178653891828
2023-06-01,70584.61479709053,70789.78810288645,86604.38460980021,54002.07976860662,88791.60719796142,38034.23668833252,50981.6411362554,47345.750633552336,41457.0740005051,80641.01998451808,66761.9596555333,50340.34285627986,105605.55697124165,54814.95541966365,63852.299407979925,45106.56673572925,49954.84025674558,36239.825298615804,79013.12958600487,30890.18935193365
2023-06-02,76195.05493654411,69835.80405483686,75825.37240814322,52923.6482140766,115528.57821466948,60874.28432364994,46133.48948078755,33785.68024916226,38066.13720188613,114704.14334858229,90738.3547548706,63761.14356555631,182670.4005683076,73544.86123738796,74038.29323680616,24817.660849953554,54922.80868572614,44471.16192998678,73440.72719244305,38758.23821349149
2023-06-03,138164.23278145024,104033.01728893293,85370.03937874407,79511.55520056712,165650.63122924976,77799.69839343904,72074.37009103726,65811.10917077168,64479.0325184823,57754.40537477772,112797.08521759148,84959.74623451068,123581.33023918887,71282.23564635192,84719.72685484786,66766.30516229065,26807.662400049776,54265.96967955502,72777.08444213468,56637.865982407726
2023-06-04,114620.77803435789,88857.09742667072,65261.075763417095,47370.687219812506,105788.72405325915,51511.14984914369,64443.16452691045,46254.790072966716,52923.51479356495,64836.59641086652,95538.32378860959,70939.62396012906,129410.18798885039,49117.48285104924,49383.59915818164,62223.515455981214,17980.97905550433,29196.73653517675,75269.20795209432,36785.66356476
2023-06-05,121281.26240151837,49684.1335281605,71799.50406183435,63309.826158271935,97845.98158728506,45179.97657420911,41405.90202265314,40663.43689958537,32076.78835709459,120129.8694848187,44999.783383786074,67841.06532556891,99582.60672956996,36776.113877570475,49882.197497773,27822.40573623929,30115.866054054495,35174.517761956005,40830.856235465544,26975.338978438507
2023-06-06,81728.71134090271,48680.57177669344,81612.30191237286,67156.89846530925,159658.50745451107,39984.91533777029,45781.70269233945,44684.37367979282,35798.68336092908,81917.78640215438,58974.81169404264,60672.21239743693,72585.74075623497,46005.70786789073,37973.08342959538,48862.9319841564,39468.55993884868,38742.448881461256,70647.6112602062,23381.020239045185
2023-06-07,104414.52396379791,75240.73210741926,65002.93175703735,47996.2629340466,60243.06397294065,45463.19007143686,44419.87411104367,41439.05264893334,28319.221257260095,87032.43621621204,73919.54821261695,58687.65904397861,100438.83407868887,48463.370706347785,36963.67973944601,24950.94836738046,53680.19965378963,28688.157601189003,59745.22985065846,37984.71126389145
2023-06-08,79571.09676109563,61277.380650649066,48269.55181286749,61084.79052083696,100981.47879270515,46398.15279583735,68099.0099128273,36504.26666674106,32368.436234177756,84934.04533431566,74698.05732081184,53902.91717982159,77810.27088989127,52143.37611749261,62224.42921794406,49498.08445050752,43970.751126954136,31839.00495770894,89304.3443492181,31726.424870412557
2023-06-09,85019.32872415341,99849.01533681204,68681.60842834243,63731.670810961245,98838.06959749144,54068.9614842615,74447.61305460254,53747.446761013074,59526.17831285644,137723.24326533216,101079.27194778001,63374.008750331785,143554.46369485997,81602.90372058775,59971.9870772394,52356.40017300025,41063.839400062534,35976.87791461596,60595.17394379681,45756.7114555243
2023-06-10,124579.50203592806,82987.30069621286,90599.89919441286,73704.5756697292,185203.7834983849,62313.712225844676,83292.54190134727,63353.37316307192,52345.682225396,57395.7830463801,112361.58054006273,79294.43952983308,217286.9987220276,79868.112623651,89939.9805579433,40003.15991033607,29593.577753911413,42177.09579481554,108071.53236189023,60753.933974022395
2023-06-11,99062.40461926206,86427.5401267741,71613.62845998954,70569.73368171258,124300.34740537035,49839.222762729994,62508.296689074166,48173.66245175818,35399.35927096394,42579.19130120307,76895.13792776284,69946.8820608568,137887.58045710542,57039.40653928744,70616.71501899547,48537.027052207224,21231.046989597897,45138.85130950103,68556.06989665354,29713.291373673776
